NameDeposit,Includes,OtherNames,Country,CountryCode,StateProvince,LatitudeDecimal,LongitudeDecimal,AgeMY,Deposit Age,Tonnage,Copper grade,Molybdenum grade,Gold grade,Silver grade,Subtype,EmpacementDepthkm,Assoc Deposits less 10km,Assoc Deposits less 5km,DepositID,LatitudeDegrees,LatitudeMinutes,LatitudeSeconds,LongitudeDegrees,LongitudeMinutes,LongitudeSeconds,Minerals,RocksInDeposit,RocksOnMap,RocksOnMapInDeposit,DiscoveryDate,StartupDate,OreAAxis,OreBAxis,OreArea,AlterAAxis,AlterBAxis,AlterArea,SulfideAAxis,SulfideBAxis,SulfideArea,Comments,References
Ithaca  Peak  ,,Mineral Park,United States,USAZ,Arizona,35.3666666666667,-114.15,73,73,876.5,0.143,0.035,0.027,2.5,21a,0,25a,22c,54,35,22,,-114,-9,,"anhydrite/gypsum, arsenopyrite, biotite, chalcocite, chalcopyrite, chlorite, epidote, ferrimolybdite, galena, goethite, hematite, jarosite, magnetite, molybdenite, pyrite, rutile, sericite, siderite, sphalerite, tetrahedrite, zeolite","aplite, breccia, quartz latite, quartz monzonite porphyry, quartz porphyry, rhyolite",n.d.,"amphibolite, diorite, gneiss, granite, pegmatite, quartzite, schist",1952,1964,1,0.67,0.55,4.1,3.7,12,0,0,0,"Production 1964–1981 92.5 Mt at 0.3% Cu, 0.027% Mo, 1.68 g/t Ag; 2006 resource (0.2% Cu equiv. cut-off) 784 Mt at 0.125% Cu, 0.036% Mo, 2.6 g/t Ag. 10% covered.","Bouse, R.M., Ruiz, J., Titley, S.R., Tosdal, R.M., and Wooden, J.L., 1999, Lead isotope compositions of Late Cretaceous and Early Tertiary igneous rocks and sulfide minerals in Arizona: implications for the sources of plutons and metals in porphyry copper deposits: Economic Geology, v. 94, p. 211–244. 

Cook, A., and Martin, K., 1991, Mineral Park porphyry copper deposit, in Hollister, V.F., ed., Case histories of mineral discoveries, v. 3, Society for Mining, Metallurgy, and Exploration, Inc., Littleton, Colorado, p. 35–37.

Eidel, J.J., Frost, J.E., and Clippinger, D.M., 1968, Copper-molybdenum at Mineral Park, Mohave County, Arizona, in Ridge, J.D., ed., Ore deposits of the United States, 1933-1967, The Graton-Sales Volume: New York, American Institute of Mining and Metallurgical Engineers, v. 2, p. 1258–1281.

Lang, J.R., and Eastoe, C.J., 1988, Relationships between a porphyry Cu-Mo deposit, base and precious metal veins, and Laramide intrusions, Mineral Park, Arizona: Economic Geology, v. 83, p. 551–567.

Long, K.R., 1995, Production and reserves of Cordilleran (Alaska to Chile) porphyry copper deposits, in Pierce, F.W., and Bolm, J.G., eds., Porphyry copper deposits of the American Cordillera: Tucson, Arizona Geological Society Digest 20, p. 35–68.

Mercator Minerals Ltd., 2006, Mercator announces excellent returns in Mineral park copper-moly mine mill expansion pre-feasibility study, 11 p.: www.mercatorminerals.com/ files/Sept%205-06%20Prefeas%20NR.pdf

Titley, S.R., 1993, Characteristics of porphyry copper occurrence in the American Southwest, in Kirkham, R.V., Sinclair, W.D., Thorpe, R.I., and Duke, J.M., eds., Mineral deposit modeling: Geological Association of Canada Special Paper 40, p. 433–464.

Wilkinson, W.H., Jr., Vega, L.A., and Titley, S.R., 1982, Geology and ore deposits at Mineral Park, Mohave County, Arizona, in Titley, S.R., ed., Advances in geology of the porphyry copper deposits, southwestern North America: Tucson, University of Arizona Press, p. 523–541."
Johnson  Camp,I-10,,United States,USAZ,Arizona,32.0986111111111,-110.065,53,53,250,0.489,0.011,0,1.6,17,0,n.d.,18b,92,32,5,55,-110,-3,-54,"aurichalcite, azurite/malachite, biotite, bornite, calcite, chalcopyrite, chlorite, chrysocolla, cuprite, diopside, epidote, fluorite, galena, goethite/limonite, hematite, jarosite, kaolinite, magnetite, molybdenite, montmorillonite, muscovite/sericite, pyrite, scheelite, tenorite, tetrahedrite, tremolite, wolframite","hornfels, quartz monzonite, skarn",n.d.,"conglomerate, diabase, dolomite, limestone, quartzite, schist, shale",1870s,1975,0,0,0,0,0,0,0,0,0,Exposed.,"Clayton, R.L., 1978, Alteration and mineralization of the Cyprus Johnson deposit, Cochise County, Arizona: Proceedings of Porphyry Copper Symposium: Tucson, Arizona Geological Society Digest 11, p. 17–24.

Long, K.R., 1995, Production and reserves of Cordilleran (Alaska to Chile) porphyry copper deposits, in Pierce, F.W., and Bolm, J.G., eds., Porphyry copper deposits of the American Cordillera: Tucson, Arizona Geological Society Digest 20, p. 35–68.

Wilkins, Joe, Jr., 1984, Distribution of gold- and silver-bearing deposits in the Basin and Range province, western United States, in Wilkins, Joe, Jr., ed., Gold and silver deposits of the Basin and Range province, western U.S.A.: Arizona Geological Society Digest, v. 15, p. 1–27."
Lakeshore,,Cyprus Casa Grande,United States,USAZ,Arizona,32.5238888888889,-111.904722222222,66,66,716.7,0.657,0,0.17,1.2,17,0,n.d.,18b,75,32,31,26,-111,-54,-17,"brochantite, chalcocite, chalcopyrite, covellite, cuprite, diopside, garnet, goethite/limonite, magnetite, pyrite, tenorite, tremolite","quartz monzonite, quartz monzonite porphyry, skarn",n.d.,"andesite, conglomerate, diabase, fanglomerate, limestone, quartzite, schist, volcaniclastics",1880s,1976,0,0,0,0,0,0,0,0,0,80%  covered.,"Briggs, D.F., 2006, Mining operations report, version 2005. Unpublished.

Einaudi, M.T., 1982, Description of skarns associated with porphyry copper plutons, in Titley, S.R., ed., Advances in geology of the porphyry copper deposits, southwestern North America: Tucson, University of Arizona Press, p. 139–183.

Harper, H.E., and Reynolds, J.R., 1969, The Lakeshore copper deposit: American Mining Congress Journal, v. 55, no. 11, p. 26–30.

Johnston, W.P., 1972, K-Ar dates on intrusive rocks and alteration associated with the Lakeshore porphyry copper deposit, Pinal County, Arizona: Isochron/West, no. 4, p. 29–30.

Long, K.R., 1995, Production and reserves of Cordilleran (Alaska to Chile) porphyry copper deposits, in Pierce, F.W., and Bolm, J.G., eds., Porphyry copper deposits of the American Cordillera: Tucson, Arizona Geological Society Digest 20, p. 35–68.

Phelps Dodge Corporation, Annual Reports, 1999-2004."
Lonesome  Pine,,Summit district,United States,USAZ,Arizona,33.3422222222222,-110.903055555556,61,61,18,0.41,0,0,0,17,0,"21a, 22c",22c,64,33,20,32,-110,-54,-11,n.d.,n.d.,n.d.,"granite, monzonite",n.d.,n.d.,0,0,0,0,0,0,0,0,0,,"Keith, S.B., Schnabel, L., DeWitt, E., Gest, D.E., and Wilt, J., 1984, Map, description and bibliography of the mineralized areas of the Basin and range Province in Arizona: U.S. Geological Survey Open-File Report 84–0086, 129 p. and map."
Miami-Inspiration  ,"Bluebird, Copper Cities, Globe, Van Dyke",,United States,USAZ,Arizona,33.42,-110.74,63.5,664–63,1591,0.63,0.01,0.009,0.7,21a,0,"17 (2), cu vein",n.d.,62,33,25,12,-110,-44,-24,"atacamite, azurite/malachite, biotite, bornite, brochantite, chalcanthite, chalcocite, chalcopyrite, chlorite, chrysocolla, copper, covellite, cuprite, epidote, galena, kaolinite, limonite, molybdenite, palygorskite, powellite, pyrite, sericite, sphalerite, turquoise ","aplite, granite porphyry, quartz monzonite porphyry",n.d.,"conglomerate, dacite, diabase, limestone, quartz monzonite, schist",1872,1915,0,0,0,0,0,0,5.7,4.8,27,20% covered.,"Creasey, S.C., 1980, Chronology of intrusion and deposition of porphyry copper ores, Globe-Miami district, Arizona: Economic Geology, v. 75, p. 830–844.

Long, K.R., 1995, Production and reserves of Cordilleran (Alaska to Chile) porphyry copper deposits, in Pierce, F.W., and Bolm, J.G., eds., Porphyry copper deposits of the American Cordillera: Tucson, Arizona Geological Society Digest 20, p. 35–68.

Olmstead, H.W., and Johnson, D.W., 1966, Inspiration geology, in Titley, S.R., and Hicks, C.L., eds., Geology of the porphyry copper deposits, southwestern North America: Tucson, University of Arizona Press, p. 143–150.

Peterson, N.P., 1954, Copper Cities copper deposit, Globe-Miami district, Arizona: Economic Geology, v. 49, p. 362–377.

Peterson, N.P., 1962, Geology and ore deposits of the Globe-Miami district, Arizona: U.S. Geological Survey Professional Paper 342, 151 p.

Seedorf, E., Barton, M.D., Gehrels, G.E., Johnson, D.A., Maher, D.J., Stavast, W.J.A., Flesh, E., 2005, Implications of new U-Pb dates from porphyry copper-related plutons in the Superior-Globe-Ray-Christmas area, Arizona: Geological Society of America, Abstracts with Programs, v. 37, no. 7, p. 164.

Simmons, W.W., and Fowells, J.E., 1966, Geology of the Copper Cities mine, in Titley, S.R., and Hicks, C.L., eds., Geology of the porphyry copper deposits, southwestern North America: Tucson, University of Arizona Press, p. 151–156."
Mineral  Butte,,,United States,USAZ,Arizona,33.11,-111.58,70,70,13,0.4,0,0,0,17,0,n.d.,n.d.,65,33,6,36,-111,-34,-48,"chalcopyrite, limonite, pyrite",quartz monzonite,basalt,"diabase, granite, schist",1920s,n.d.,0,0,0,0,0,0,0,0,0,25% covered.,"Chaffee, M.A., 1976, Geochemical exploration techniques based on distribution of selected elements in rocks, soils, and plants, Mineral Butte copper deposit, Pinal County, Arizona: U.S. Geological Survey Bulletin 1278-D, 55 p. "
Mission-Pima,,,United States,USAZ,Arizona,31.9833333333333,-111.066666666667,58,58,900,0.52,0.015,0,2,17,0,21a,"17, 18b",83,31,59,,-111,-4,,"actinolite, azurite/malachite, biotite, bornite, brochantite, chalcopyrite, chlorite, chrysocolla, clay minerals, copper, cuprite, dolomite, fluorite, garnet, gypsum, hematite, jarosite, limonite, molybdenite, pyrite, scheelite, sericite, sphalerite, tetrahedrite, tremolite, wollastonite","quartz monzonite porphyry, skarn","basalt, rhyolite","argillite, conglomerate, dolomite, gypsum, limestone, marble, mudstone, sandstone, siltstone","late 1700s, 1950s",1961,2.4,1.6,3,5.5,3.2,14,5.5,3.2,14,"The Dynamite deposit (31.926 N, 110.769 E; 91 Mt at 0.53% Cu ) is considered as a part of the Mission-Pima deposit. Exposed.","Einaudi, M.T., 1982, Description of skarns associated with porphyry copper plutons, in Titley, S.R., ed., Advances in geology of the porphyry copper deposits, southwestern North America: Tucson, University of Arizona Press, p. 139–183.

Jansen, L.J., 1982, Stratigraphy and structure of the Mission copper deposit, Puma mining district, Arizona, in Titley, S.R., ed., Advances in geology of the porphyry copper deposits, southwestern North America: Tucson, University of Arizona Press, p. 467–474.

Kennison, J.E., 1966, The Mission copper deposit, Arizona, in Titley, S.R., and Hicks, C.L., eds., Geology of the porphyry copper deposits, southwestern North America:  Tucson,  University of Arizona Press, p. 281–287.

Titley, S.R., 1982, Some features of tectonic history and ore genesis in the Pima mining district, in Titley, S.R., ed., Advances in geology of the porphyry copper deposits, southwestern North America: Tucson, University of Arizona Press, p. 387–406.

Williamson, R.L., and Poulton, M.M., 1995, The geology of the Mineral Hill area, Mission mine, Pima County, Arizona, in Pierce, F.W., and Bolm, J.G., eds., Porphyry copper deposits of the American Cordillera:  Tucson, Arizona Geological Society Digest 20, p. 442–454."
Morenci-Metcalf,,,United States,USAZ,Arizona,33.1036111111111,-109.361111111111,56,56,6470,0.524,0.0095,0.028,1.6,21a,0,n.d.,"18b, 39a",77,33,6,13,-109,-21,-40,"azurite/malachite, biotite, brochantite, chalcanthite, chalcocite, chalcopyrite, chlorite, chrysocolla,  copper, covellite, cuprite, diopside, epidote, galena, garnet, goethite/limonite, gypsum, hematite, kaolinite, magnetite, molybdenite, montmorillonite, pyrite, sericite, siderite, sphalerite, stibnite, torbernite, wollastonite","aplite, breccia, diabase dikes, granite porphyry, hornfels, quartz monzonite porphyry, skarn","andesite, basalt, conglomerate, granite, granodiorite, quartzite, rhyolite, sandstone, schist, shale, tuff","diorite porphyry, dolomite, limestone, monzonite porphyry",19th century,1872,4,1.8,5.7,0,0,0,0,0,49,15% covered.,"Einaudi, M.T., 1982, Description of skarns associated with porphyry copper plutons, in Titley, S.R., ed., Advances in geology of the porphyry copper deposits, southwestern North America: Tucson, University of Arizona Press, p. 139–183.

Langton, J.M., 1973, Ore genesis in the Morenci-Metcalf district: Society of Mining Engineers Society Transactions, v. 254, p. 247–257. 

Long, K.R., 1995, Production and reserves of Cordilleran (Alaska to Chile) porphyry copper deposits, in Pierce, F.W., and Bolm, J.G., eds., Porphyry copper deposits of the American Cordillera: Tucson, Arizona Geological Society Digest 20, p. 35–68.

McCandless, T.E., and Ruiz, J., 1993, Rhenium-osmium evidence for regional mineralization in southwestern North America: Science, v. 261, p. 1282–1286.

Melchiorre, E.B., and Enders, M.S., 2003, Stable isotope geochemistry of copper carbonates at the northwest expension deposit, Morenci district, Arizona: indications of conditions of supergene oxidation and related mineralization: Economic Geology, v. 98, p. 607–621. 

Moolick, R.T., and Durek, J.J., 1966, The Morenci district, in Titley, S.R., and Hicks, C.L., eds., Geology of the porphyry copper deposits, southwestern North America:  Tucson, University of Arizona Press, p. 221–231.

Niemuth, N.J., 1994, The primary copper industry of Arizona, 1992: Arizona Department of Mines and Mineral Resources SR-20, 58 p."
Pine  Flat,,,United States,USAZ,Arizona,34.3688888888889,-112.351944444444,,n.d.,25,0.36,0.008,0.17,4,17,0,n.d.,n.d.,57,34,22,8,-112,-21,-7,"azurite/malachite, barite, biotite, bornite, carbonate, chalcocite/digenite, chalcopyrite, chlorite, cuprite/tenorite, epidote, galena, goethite/limonite, hematite/specularite, kaolinite, magnetite, molybdenite, montmorillonite, pyrite, sericite, sphalerite, zeolite","alaskite, andesite, aplite, breccia, dacite porphyry, quartz monzonite porphyry",n.d.,"gneiss, schist",early 1900s,n.d.,0,0,0,1.3,0.5,0.51,0,0,0,Exposed.,"Spatz, D.M., 1995, Geology and zoning relationships at the Pine Flat porphyry copper deposit, Yavapai County, Arizona, in Pierce, F.W., and Bolm, J.G., eds., Porphyry copper deposits of the American Cordillera: Tucson, Arizona Geological Society Digest 20, p. 347–363."
Poston  Butte  ,,Florence,United States,USAZ,Arizona,33.1166666666667,-111.416666666667,62,62,726,0.38,0,0,0,17,0,n.d.,n.d.,66,33,7,,-111,-25,,"adularia, allophane, azurite, biotite, bornite, brochantite, chalcocite, chalcopyrite, chlorite, chrysocolla, copper, covellite, cuprite, epidote, galena, halloysite, kaolinite/illite, limonite, magnetite, molybdenite, montmorillonite, pyrite, rutile, sericite, shattuckite, siderite, sphalerite, zeolite","aplite, diabase dike, granodiorite porphyry, quartz monzonite porphyry","conglomerate, gypsum, sandstone, schist, siltstone","andesite, basalt, granite, latite, quartz monzonite",1969,n.d.,0,0,0,0,0,0,0,0,0,100% covered.,"Gilmour, P., 1982, Grades and tonnages of porphyry copper deposits, in Titley, S.R., ed., Advances in geology of the porphyry copper deposits, southwestern North America: Tucson, University of Arizona Press, p. 7–35.

Nason, P.W., Shaw, A.V., and Aveson, K.D., 1982, Geology of the Poston Butte porphyry copper deposit, Pinal County, Arizona, in Titley, S.R., ed., Advances in geology of the porphyry copper deposits, southwestern North America: Tucson, University of Arizona Press, p. 375–385.

Niemuth, N.J., 1994, The primary copper industry of Arizona, 1992: Arizona Department of Mines and Mineral Resources SR–20, 58 p."
Ray,,,United States,USAZ,Arizona,33.1636111111111,-110.983055555556,69,69,1583,0.68,0.001,0,0,17,0,n.d.,n.d.,68,33,9,49,-110,-58,-59,"azurite/malachite, biotite, bornite, chalcocite, chalcopyrite, chlorite, chrysocolla, copper, covellite, cuprite, Cu-Mn wad, dioptase, epidote, galena, goethite/limonite, halloysite, hematite/specularite, jarosite, kaolinite, libethenite, magnetite, molybdenite, montmorillonite, silver, pyrite, sericite, sphalerite","breccia, quartz monzonite porphyry","andesite, basalt, dacite, dacite welded tuff, diorite, limestone, quartz diorite porphyry, quartzite, rhyolite tuff ","conglomerate, diabase, diorite porphyry, quartz diorite, quartz monzonite, schist, shale, tuff",1846,1911,3,0.9,2.1,12,8.5,82,0,0,9.2,Exposed.,"Banks, N.G., Cornwall, H.R., Silberman, M.L., Creasey, S.C., and Marvin, R.F., 1972, Chronology of intrusion and ore deposition at Ray, Arizona. Part I, K-Ar ages: Economic Geology, v. 67, p. 864–878.

Bouse, R.M., Ruiz, J., Titley, S.R., Tosdal, R.M., and Wooden, J.L., 1999, Lead isotope compositions of Late Cretaceous and Early Tertiary igneous rocks and sulfide minerals in Arizona: implications for the sources of plutons and metals in porphyry copper deposits: Economic Geology, v. 94, p. 211–244. 

Briggs, D.F., 2006, Mining operations report, version 2005. Unpublished.

Cornwall, H.R., 1982, Petrology and chemistry of igneous rocks, Ray porphyry copper district, Pinal County, Arizona, in Titley, S.R., ed., Advances in geology of the porphyry copper deposits, southwestern North America: Tucson, University of Arizona Press, p. 259–273.

Gambell, N.A., 1978, Geology and mineralization of the Ray silicate ore body, Pinal county, Arizona: Arizona geological Society Digest, v. 11, p. 35.

McKee, E.H., and Koski, R.A., 1981, K-Ar ages for igneous rocks and vein minerals from the Christmas mine area, Arizona: Isochron/West, no. 32, p. 7.

Metz, R.A., and Rose, A.W., 1966, Geology of the Ray copper deposit, Ray Arizona, in Titley, S.R., and Hicks, C.L., eds., Geology of the porphyry copper deposits, southwestern North America: Tucson, University of Arizona Press, p. 177–188.

Mutschler, F.E., Ludington, S., Bookstrom, A.A., 2000, Giant porhyry-related metal camps of the world; a database: USGS Open-File Report 99-556, Online version 1.0: http://pubs.er.usgs.gov/usgspubs/ofr/ofr99556

Niemuth, N.J., 1994, The primary copper industry of Arizona, 1992: Arizona Department of Mines and Mineral Resources SR–20, 58 p.

Seedorf, E., Barton, M.D., Gehrels, G.E., Johnson, D.A., Maher, D.J., Stavast, W.J.A., Flesh, E., 2005, Implications of new U-Pb dates from porphyry copper-related plutons in the Superior-Globe-Ray-Christmas area, Arizona: Geological Society of America, Abstracts with Programs, v. 37, no. 7, p. 164."
Red  Hills,,,United States,USAZ,Arizona,33.0361111111111,-111.216111111111,65,70–60,453.5,0.1,0,0,0,17,0,"17, 22c, 25a",n.d.,70,33,2,10,-111,-12,-58,"chalcopyrite, hematite, pyrite, sericite",rhyodacite porphyry,n.d.,"diabase, granite, schist",n.d.,1919,0,0,0,0,0,0,0,0,0,,"Bell Resources Corp., 2007, Red Hills project, 3 p.: www.bellresources.com/s/RedHills.asp

Keith, S.B., Schnabel, L., DeWitt, E., Gest, D.E., and Wilt, J., 1984, Map, description and bibliography of the mineralized areas of the Basin and Range Province in Arizona: U.S. Geological Survey Open-File Report 84–0086, 129 p. and map.

Williams, S.A., and Forrester, J.D., 1995, Characteristics of porphyry copper deposits, in Pierce, F.W., and Bolm, J.G., eds., Porphyry copper deposits of the American Cordillera:  Tucson, Arizona Geological Society Digest 20, p. 21–34."
Red  Mountain,,,United States,USAZ,Arizona,31.49,-110.72,60,62–58,570,0.63,0,0,0.6,17,0,n.d.,n.d.,96,31,29,24,-110,-43,-12,"alunite, anhydrite/gypsum, apatite, biotite, bornite, chalcocite, chalcopyrite, chlorite, covellite, enargite, epidote, galena, hematite/specularite, kaolinite/illite, magnetite, molybdenite, pyrite, sericite, sphalerite, tetrahedrite/tennantite","breccia, hornfels, monzonite porphyry, quartz monzonite porphyry ","conglomerate, dacite tuff, rhyolite tuff","andesite, andesite tuff, felsite, latite, siltstone, trachyandesite  ",1966,n.d.,1.7,0.3,0.4,3.5,3,8.2,0,0,0,Chalcocite blanket: 1.7 x 0.3 km. ,"Bodnar, R.J., and Bean, R.E., 1980, Temporal and spatial variations in hydrothermal characteristics during vein filling in preore cover overlying deeply buried porphyry copper-type mineralization at Red Mountain, Arizona: Economic Geology, v. 75, p. 876–893.

Corn, R.M., 1975, Alteration-mineralization zoning, Red Mountain, Arizona: Economic Geology, v. 70, p. 1437–1447.

Long, K.R., 1995, Production and reserves of Cordilleran (Alaska to Chile) porphyry copper deposits, in Pierce, F.W., and Bolm, J.G., eds., Porphyry copper deposits of the American Cordillera: Tucson, Arizona Geological Society Digest 20, p. 35–68.

Quinlan, J.L., 1986, Geology and silicate-alteration zoning at the Red Mountain porphyry copper deposit, Santa Cruz County, Arizona, in Beatty, B., and Wilkinson, P.A.K., eds., Frontiers in geology and ore deposits of Arizona and the Southwest: Arizona Geological Society Digest, v. 16, p. 294–305. 

Titley, S.R., 1993, Characteristics of porphyry copper occurrence in the American Southwest, in Kirkham, R.V., Sinclair, W.D., Thorpe, R.I., and Duke, J.M., eds., Mineral deposit modeling: Geological Association of Canada Special Paper 40, p. 433–464."
Resolution,,,United States,USAZ,Arizona,33.3,-111.083333333333,63.5,64–63,,0,0,0,0,17,0,17,"18b, Cu(Au,Ag,Zn,Pb) vein ",706,33,18,,-111,-5,,"bornite, chalcocite/digenite, chalcopyrite, chlorite, epidote, fluorite, molybdenite, pyrite, sericite, topaz","breccia, felsic porphyry, skarn",,"carbonate rocks, schist, volcanics",1995,n.d.,0,0,0,0,0,0,0,0,0,"Preliminary reported ~1,500 Mt at 1.5% Cu underlying the Magma vein-type Cu deposit at depth of 1500 to 2000 m below surface. ","Niemuth, N.J., 2005, Arizona’s metallic resources – trends and opportunities: Arizona Department of Mines and Mineral Resources, Open-File Report 05-22, 25 p.: www.admmr.state.az.us/Publications/ofr05-22.pdf

Schwarz, A., 2007, Geology of the Resolution porphyry Cu-Mo system: in Ores and Orogenesis, a symposium honoring the career of William R. Dickinson. Program with Abstracts: GSA, Tucson, Arizona, p. 138.

Seedorf, E., Barton, M.D., Gehrels, G.E., Johnson, D.A., Maher, D.J., Stavast, W.J.A., Flesh, E., 2005, Implications of new U-Pb dates from porphyry copper-related plutons in the Superior-Globe-Ray-Christmas area, Arizona: Geological Society of America, Abstracts with Programs, v. 37, no. 7, p. 83–84."
Sacaton  ,,,United States,USAZ,Arizona,32.9547222222222,-111.816111111111,63,65–61,48.6,0.72,0.014,0,2,17,0,n.d.,n.d.,67,32,57,17,-111,-48,-58,"alunite, anhydrite/gypsum, azurite/malachite, biotite, bornite, brochantite, chalcocite, chalcopyrite, chlorite, chrysocolla, copper, covellite, cuprite, goethite/limonite, hematite/specularite, jarosite, kaolinite, magnetite, molybdenite, pyrite, sericite, sphalerite","breccia, dacite porphyry, monzonite porphyry, quartz monzonite porphyry","limestone, quartzite, schist","conglomerate, diabase dike, diorite, granite",1962,1974,0,0,0,6.5,2.5,12.8,0,0,0,100% covered.,"Cummings, R.B., 1982, Geology of Sacaton porphyry copper deposit, Pinal county, Arizona, in Titley, S.R., ed., Advances in geology of the porphyry copper deposits, southwestern North America: Tucson, University of Arizona Press, p. 507–521."
Safford  ,"Dos Pobres, San Juan",Lone Star,United States,USAZ,Arizona,32.9333333333333,-109.6,52.5,57–48,7260,0.441,0.004,0.17,0,20c,0,20c,20c,80,32,56,,-109,-36,,"actinolite, albite, anhydrite, barite, biotite, bornite, brochantite, chalcanthite, chalcocite, chalcopyrite, chalcotrichite, chlorite, chrysocolla, copper, covellite, cuprite, epidote, fluorite, goethite/limonite, galena, gold, hematite/specularite, jarosite, kaolinite, magnetite, malachite, molybdenite, montmorillonite/ smectite, pyrite, rutile, sericite, sphalerite, tenorite, tellurides/calaverite/hessite/petzite/sylvanite, tetrahedrite, turquoise, zeolite ","breccia, granodiorite porphyry, monzonite porphyry, quartz monzonite porphyry, tonalite  porphyry",n.d.,"agglomerate, andesite, andesite breccia, basalt, dacite, dacite tuff, granodiorite, latite, quartz diorite, rhyolite, tuff",1886,1959,0,0,0,0,0,0,6,2.5,12,90% covered.,"Annual Review, 1996,  Exploration overview, copper: Mining Engineering, May, p. 50. 

Langton, J.M., and Williams, S.A., 1982, Structural, petrological and mineralogical controls for the Dos Pobres orebody, Lone Star mining district, Graham County, Arizona, in Titley, S.R., ed., Advances in geology of the porphyry copper deposits, southwestern North America: Tucson, University of Arizona Press, p. 335–352.

Long, K.R., 1995, Production and reserves of Cordilleran (Alaska to Chile) porphyry copper deposits, in Pierce, F.W., and Bolm, J.G., eds., Porphyry copper deposits of the American Cordillera: Tucson, Arizona Geological Society Digest 20, p. 35–68.

Lowell, J.D., 1989, Gold mineralization in porphyry copper deposits discussed: Mining Engineering, v. 41, no. 4, p. 227–231.

Mutschler, F.E., Ludington, S., Bookstrom, A.A., 2000, Giant porhyry-related metal camps of the world; a database: USGS Open-File Report 99-556, Online version 1.0: http://pubs.er.usgs.gov/usgspubs/ofr/ofr99556

Robinson, R.F., and Cook, A., 1966, The Safford copper deposit, Lone Star mining district, Graham County, Arizona, in Titley, S.R., and Hicks, C.L., eds., Geology of the porphyry copper deposits, southwestern North America:  Tucson, University of Arizona Press, p. 250–266.

Russin, DP., 2007, The Dos Pobres porphyry Cu(-Au-Mo) deposit: a petrographic and geochemical study of hypogene veins and alteration assemblages, in Ores and Orogenesis, a symposium honoring the career of William R. Dickinson. Program with Abstracts: GSA, Tucson, Arizona, p. 180–181. 

Williams, S.A., and Forrester, J.D., 1995, Characteristics of porphyry copper deposits, in Pierce, F.W., and Bolm,      J.G., eds., Porphyry copper deposits of the American Cordillera: Tucson, Arizona Geological Society Digest 20, p. 21–34."
San  Manuel-Kalamazoo,,,United States,USAZ,Arizona,32.6997222222222,-110.677777777778,68,69–67,1390,0.6,0.011,0.017,1.8,21a,0,n.d.,n.d.,78,32,41,59,-110,-40,-40,"allophane, alunite, apatite, atacamite, azurite/malachite, biotite, bornite, chalcocite, chalcopyrite, chlorite, chrysocolla, copper, covellite, cuprite, enargite, epidote, fluorite, goethite/limonite, gold, hematite/specularite, kaolinite/dickite, silver, magnetite, molybdenite, pyrite, pyrophyllite, sericite, siderite ","breccia, dacite porphyry, granodiorite porphyry, monzonite porphyry, rhyolite ",n.d.,"andesite, andesite porphyry, aplite, conglomerate, diabase dike, latite, quartz monzonite, tuff, volcaniclastics",1870,1956,4.6,0.95,3.4,0,0,0,0,0,6.6,80% covered.,"Chaffee, M.A., 1982, A geochemical study of the Kalamazoo porphyry copper deposit, in Titley, S.R., ed., Advances in geology of the porphyry copper deposits, southwestern North America: Tucson, University of Arizona Press, p. 211–225.

Creasy, S.C., 1965, Geology of the San Manuel area, Pinal County, Arizona: U.S. Geological Survey Professional Paper 471, 64 p.

Force, E.R., Dickinson, W.R., and Hagstrum, J.T., 1995, Tilting history of the San Manuel-Kalamazoo porphyry system, Southeastern Arizona: Economic Geology, v. 90, p.67–80.

Lowell, J.D., 1968, Geology of the Kalamazoo orebody, San Manuel, Arizona: Economic Geology, v. 63, p. 645-654.

Lowell, J.D., 1991, How the Kalamazoo was found, in Hollister, V.F., ed., Case histories of mineral discoveries, v. 3, Society for Mining, Metallurgy, and Exploration, Inc., Littleton, Colorado, p. 29–32.
 
McCandless, T.E., and Ruiz, J., 1992, Dating sulfide mineralization by molybdenite Re-Os geochronometry: the San Manuel-Kalamazoo base metal porphyry, southwestern Arizona: Geological Society of America Abstracts with Programs, v. 24, no. 7, p. 1282–1286.

Sandbak, L.A., and Alexander, G.H., 1995, Geology and rock mechanics of the Kalamazoo orebody, San Manuel, Arizona, in Pierce, F.W., and Bolm, J.G., eds., Porphyry copper deposits of the American Cordillera:  Tucson, Arizona Geological Society Digest 20, p.396–423.

Schwartz, G.M., 1953, Geology of the San Manuel copper deposit, Arizona: U.S. Geological Survey Professional Paper 256, 65 p.

Thomas, L.A., 1966, Geology of the San Manuel ore body, in Titley, S.R., and Hicks, C.L., eds., Geology of the porphyry copper deposits, southwestern North America: Tucson, University of Arizona Press, p. 133–142."
